Date;Screen Name;Full Name;Tweet Text;Tweet ID;App;Followers;Follows;Retweets;Favorites;Verfied;User Since;Location;Bio;Profile Image;Google Maps;tweet text;eq?;random;Positive for CL? 1=Yes, 0=No
31.05.17 14:19;@raenarrieta;RAÚL E. ARRIETA G.;RT @1128_mariai: @ClaudiaLopez Le colaboro con la clase de historia Colombiana, no con la de su universo paralelo... https://t.co/AXEQphsMH8;870027006603399000;Twitter for Android;5415;5217;1;0;No;16.02.2013;Cartagena - Bogotá - Bs. As.;ABOGADO \\ Derecho Laboral, Civil, Minas y Petróleos \\ Instagram __raulawyer;View;;rt @1128_mariai: @claudialopez le colaboro con la clase de historia colombiana, no con la de su universo paralelo... ;FALSCH;0,111757496;0
03.06.17 10:28;@juniortello;Junior Tello;@williamfarfanmo @AndresF3rnandez @ClaudiaLopez ya se empiezan a dar cuenta de la mentira que le vendieron a los ma… https://t.co/8VhQsgxx7f;871055951767404000;Twitter Web Client;44;39;0;0;No;17.02.2010;;;View;;@williamfarfanmo @andresf3rnandez @claudialopez ya se empiezan a dar cuenta de la mentira que le vendieron a los ma… ;FALSCH;0,111769189;0
31.05.17 23:11;@TaissiaYira;taissia yira zabala;@ClaudiaLopez Excelente, en esa mesa hay es berraquera!!;870160982533963000;Twitter for Android;8;34;0;0;No;22.06.2014;;;View;;@claudialopez excelente, en esa mesa hay es berraquera!!;FALSCH;0,111820607;1
25.05.17 13:52;@abocca73;Armando Bocca C;Pero para el @elespectador la noticia es que @ClaudiaLopez va de tercera. #invisibilizarAPetro es la estrategia de… https://t.co/0effAv6mN1;867845842434240000;Twitter Web Client;412;1388;0;0;No;25.06.2011;Rotterdam - Bruselas;Esposo, padre, Ingeniero Industrial, MSc Global Business & Sustainability. Defensor libertad e igualdad. My opinions are personal.;View;;pero para el @elespectador la noticia es que @claudialopez va de tercera. #invisibilizarapetro es la estrategia de… ;FALSCH;0,111889171;0
26.05.17 5:36;@alejopadilla99;Alejandro P.;"@ClaudiaLopez a los paras se opuso y a la guerrilla no. La moral de esta señora es evidente; se le nota lo guerrill… https://t.co/Unvq1J2dAj";868083533197258000;Twitter for Android;130;181;0;0;No;11.02.2012;Bogotá;Filósofo... USB Cuando el pueblo se educa, hace temblar al gobierno. Solo la lectura te da los argumentos necesarios para actuar.;View;;"@claudialopez a los paras se opuso y a la guerrilla no. la moral de esta señora es evidente; se le nota lo guerrill… ";FALSCH;0,112032532;0
30.05.17 11:26;@jjrestrepoa;Jorge J. Restrepo;RT @ClaudiaLopez: #AcuerdosPaz son del país no del gobierno! Debe haber debate y ajustes constantes cumpliendo Estado de Derecho y sentenci…;869621028124856000;Twitter for Android;374;519;19;0;No;24.06.2010;Medellín, Colombia;Profesor universitario jubilado;View;;rt @claudialopez: #acuerdospaz son del país no del gobierno! debe haber debate y ajustes constantes cumpliendo estado de derecho y sentenci…;FALSCH;0,112062077;0
26.05.17 20:02;@johnsaza;John Jairo Saza;@Silhena @VickyDavilaH @ClaudiaLopez Así es, no Uribe no santos. Ambos acabaron con el sistema d salud, horas extra… https://t.co/3X6CVtbjuI;868301445413646000;Twitter for iPhone;311;323;0;0;No;28.04.2011;Cali, Valle del Cauca Colombia;Ingeniero Civil (Civil Engineer), idioma: inglés & español (language: English & Spanish). Me gustan las armas & y el fútbol (I like weapons & soccer);View;;@silhena @vickydavilah @claudialopez así es, no uribe no santos. ambos acabaron con el sistema d salud, horas extra… ;FALSCH;0,112387982;1
29.05.17 16:05;@Vacilao_fresco;Vacilador Sin Ley;@ClaudiaLopez Así era de lindo tirando granadas.;869328762348896000;Twitter for iPhone;468;1480;0;0;No;03.10.2013;Washington, DC;Los estoy leyendo!!!!;View;;@claudialopez así era de lindo tirando granadas.;FALSCH;0,112453826;0
27.05.17 9:30;@dago2682a;Daniel Francisco;@ErickSan367 @ClaudiaLopez Ayude a venezonalizar. Idiota útil;868504583185813000;Twitter for Android;8;53;0;0;No;26.06.2011;;;View;;@ericksan367 @claudialopez ayude a venezonalizar. idiota útil;FALSCH;0,112478499;0
05.06.17 12:34;@hernandez_usuga;John U.;@BenkosPM @Iadossa @georgemolos @nomaslixiviados @Johteku @ClaudiaLopez @leydelmontes ____dígame usted primero q es e… https://t.co/2X0mbX8QkB;871812536173199000;Twitter for Android;20;18;0;0;No;05.07.2016;Medellín, Colombia;Contador Publico;View;;@benkospm @iadossa @georgemolos @nomaslixiviados @johteku @claudialopez @leydelmontes ____dígame usted primero q es e… ;FALSCH;0,112496478;0
24.05.17 17:24;@iZuletaGuerra;Ismael Zuleta Guerra;"@ClaudiaLopez @CNE_COLOMBIA Usted tiene la personería para hacerlo, hagalo; que los del comun_ coadyuvamos";867536881004761000;Twitter for Android;224;278;0;0;No;19.04.2010;Sahagún (Córdoba), Colombia;"Abogado, Espe. Dcho Administrativo, Alta Gerencia. Maestría DDL. Canto Vallenatos; Amo la cultura, el folclor, la buena politica y responsabilidad social.";View;;"@claudialopez @cne_colombia usted tiene la personería para hacerlo, hagalo; que los del comun_ coadyuvamos";FALSCH;0,112504283;1
25.05.17 14:18;@croactibo;SUSANAARENAS;@GiordanoBrunoFi #ChaoPetro @ClaudiaLopez te dio sopa y seco. __ CHAO PETRO Claudia López te dio sopa y seco __ __;867852329692876000;Twitter for Android;6161;489;0;0;No;22.01.2014;Madrid,España . ;CALEÑA,Antisantista , Mujer de principios Morales a la antigua,trabajo en la mejor empresa del mundo .;View;;@giordanobrunofi #chaopetro @claudialopez te dio sopa y seco. __ chao petro claudia lópez te dio sopa y seco __ __;FALSCH;0,11254699;1
31.05.17 8:39;@d_alexander1810;ALEXANDER;@AdrianM80746321 @ClaudiaLopez Uno tiene que tener su sexualidad muy reprimida como para llegar con esta clase de c… https://t.co/LBterGk775;869941335033335000;Twitter for Android;44;344;0;0;No;26.05.2016;Colombia;;View;;@adrianm80746321 @claudialopez uno tiene que tener su sexualidad muy reprimida como para llegar con esta clase de c… ;FALSCH;0,112571927;0
26.05.17 11:22;@negrohenrypb;HENRY PARRA;@ClaudiaLopez Hay que castigar tanto a los que se ausentan, como a los que solo van a dormir y no participan por eso en debates.;868170460105723000;Twitter for Android;133;338;0;0;No;31.05.2010;;;View;;@claudialopez hay que castigar tanto a los que se ausentan, como a los que solo van a dormir y no participan por eso en debates.;FALSCH;0,112629862;1
28.05.17 19:33;@Mochosky;Jaime Echenique;@zanettimarcelo2 @npvillamizar @ClaudiaLopez Llegamos al extremo de que si me describo a mi mismo, ¿Entonces estoy… https://t.co/Hyw9ulSVFq;869018750263201000;Twitter for Android;149;283;0;0;No;08.10.2010;Barranquilla - Colombia;Vocero del clamor de un pueblo por Justicia y Verdad...;View;;@zanettimarcelo2 @npvillamizar @claudialopez llegamos al extremo de que si me describo a mi mismo, ¿entonces estoy… ;FALSCH;0,112778103;0
26.05.17 7:18;@edywfernandez;Edith Fernández;Nunca son muestras de la realidad... @Marianiniecheve @ClaudiaLopez @fdbedout @ContraGodarria @DanielSamperO… https://t.co/bzwFbKz9eS;868109052240330000;Twitter for iPad;2296;1948;51;64;No;16.10.2012;Colombia;Bogotá;View;;nunca son muestras de la realidad... @marianiniecheve @claudialopez @fdbedout @contragodarria @danielsampero… ;FALSCH;0,112991325;0
30.05.17 10:37;@maoyes;Máximo Tendon;@VickyDavilaH @WRadioColombia @ClaraLopezObre @ClaudiaLopez A la señora claudia Le consta q todos los asesinatos so… https://t.co/nXo8S5XFb1;869608598464327000;Twitter for Android;15;24;0;0;No;17.10.2010;;;View;;@vickydavilah @wradiocolombia @claralopezobre @claudialopez a la señora claudia le consta q todos los asesinatos so… ;FALSCH;0,113179643;0
02.06.17 5:24;@ala_carcel;Peñalosa a la Cárcel;RT @mares2011: @KikePrivatiza @Monyrica @petrogustavo @JERobledo @sergio_fajardo @navarrowolff @ClaudiaLopez Si es amiga de Peñalosa, y no…;870617042075779000;Twitter Web Client;17;62;1;0;No;05.05.2017;Bogotá, D.C., Colombia;Vamos a encarcelar a Enrique Peñalosa;View;;rt @mares2011: @kikeprivatiza @monyrica @petrogustavo @jerobledo @sergio_fajardo @navarrowolff @claudialopez si es amiga de peñalosa, y no…;FALSCH;0,113251457;0
24.05.17 20:06;@CRISTINADIAZCOU;CRISDIAZ;@ClaudiaLopez Si Fajardo va de tercero en intención de voto, sería lógico que fuera él candidato, y ustedes apoyarlo!!;867577631029547000;Twitter for iPhone;261;325;0;0;No;21.07.2011;Colombia;Se puede vivir sin pertenecer a ninguna religión ni grupo político,solo basta con respetar, tolerar y ser buen ser humano!!;View;;@claudialopez si fajardo va de tercero en intención de voto, sería lógico que fuera él candidato, y ustedes apoyarlo!!;FALSCH;0,113349595;0
31.05.17 14:18;@caice_andres;Andrés Caicedo;@busterarrieta @ClaudiaLopez Haga un repaso de los expresidentes de nuestra historia. No hay uno solo socialista, c… https://t.co/KHFeOQ1RhY;870026691749531000;Twitter for Android;50;299;0;0;No;13.11.2013;;;View;;@busterarrieta @claudialopez haga un repaso de los expresidentes de nuestra historia. no hay uno solo socialista, c… ;FALSCH;0,113384904;1
01.06.17 6:39;@GayLavida;La Vida Gay;@ecojuanfe @elespectador @ClaudiaLopez @RevistaCromos Mi pareja y yo tenemos un hijo, tiene 7 años, es respetuoso,… https://t.co/kbMi3Rd3PH;870273654290083000;Twitter for iPad;835;747;0;0;No;01.12.2014;Medellín, Colombia;Blogger dedicado a hacer valer y respetar los derechos de la comunidad homosexual en Colombia.;View;;@ecojuanfe @elespectador @claudialopez @revistacromos mi pareja y yo tenemos un hijo, tiene 7 años, es respetuoso,… ;FALSCH;0,113390513;1
01.06.17 16:16;@Guiller25132417;Guillermo Jaramillo;@JeisonLubo @ClaudiaLopez Que Petro se someta a la consulta. Si la pierde, q apoye la coalision como un soldado mas.;870418759080710000;Twitter for Android;1;48;0;0;No;18.04.2017;;;View;;@jeisonlubo @claudialopez que petro se someta a la consulta. si la pierde, q apoye la coalision como un soldado mas.;FALSCH;0,113432856;1
05.06.17 7:23;@BenkosPM;ElaSPC®;@Iadossa @hernandez_usuga @georgemolos @nomaslixiviados @Johteku @ClaudiaLopez @leydelmontes Él y Santos junto con… https://t.co/tdySU3zAG5;871734104995356000;Twitter for Android;164;251;0;0;No;02.08.2012;Quibdó;Arquitecto, Cantante & optimista;View;;@iadossa @hernandez_usuga @georgemolos @nomaslixiviados @johteku @claudialopez @leydelmontes él y santos junto con… ;FALSCH;0,113498039;0
24.05.17 19:21;@mersenado;Manuel Enríquez R.;@ClaudiaLopez No se Senadora porque pide que me escriban para que asista si yo llegué antes que usted. Pregúntele a… https://t.co/OjtP0IKpPQ;867566326814040000;Twitter for Android;4149;796;1;2;No;02.08.2011;Nariño, Colombia;"Abogado UniLibre, Magister UniJaveriana, Nacido en Chiles-Cumbal-Nariño; Senador de la Republica, Miembro Comisión Primera del Senado y Pte Comisión de Ética";View;;@claudialopez no se senadora porque pide que me escriban para que asista si yo llegué antes que usted. pregúntele a… ;FALSCH;0,113540852;0
04.06.17 13:08;@Gatoamaya5;angela amaya;@Angu0605 @Margaritarosadf @ClaudiaLopez Uno sabe que no existe nivel de debate, cuando empiezan con el cuento que… https://t.co/9iOk3anigU;871458611637219000;Twitter for iPhone;641;275;0;1;No;25.04.2013;;Los mensajes de mi perfil son personales y no comprometen las opiniones de las entidades en las que llegue a laborar;View;;@angu0605 @margaritarosadf @claudialopez uno sabe que no existe nivel de debate, cuando empiezan con el cuento que… ;FALSCH;0,113569249;0
01.06.17 22:36;@manix_tb;pedro murillo maldon;@ClaudiaLopez @HFCardonaG Ay pobresita;870514535827886000;Twitter for Android;43;176;0;0;No;08.08.2010;Tibú, Colombia;;View;;@claudialopez @hfcardonag ay pobresita;FALSCH;0,113660365;0
25.05.17 8:10;@heleongu;hernando;@CaracolRadio @ClaudiaLopez Porque no decir el 63% de los encuestados porque no creo que la encuesta fuera realizad… https://t.co/nvCVdhFiiu;867759877128691000;Twitter for Android;66;472;0;1;No;11.01.2012;bogota colombia;Comunicador Social y periodista en formación, preparándome para hacer diferencia en un campo muy difícil e incierto;View;;@caracolradio @claudialopez porque no decir el 63% de los encuestados porque no creo que la encuesta fuera realizad… ;FALSCH;0,113669625;0
05.06.17 14:59;@KuTkuTkla;Kevin Klux kan;@ligasombras1 @ClaudiaLopez @PartidoVerdeCoL Deberías hacerlo, nadie te lo impid... Bueno, solo que es un acto burd… https://t.co/TBIPXT0gpE;871849017113812000;Twitter for Android;17;114;0;0;No;07.05.2017;;Me gusta burlarme de cualquier acción y más de su reacción;View;;@ligasombras1 @claudialopez @partidoverdecol deberías hacerlo, nadie te lo impid... bueno, solo que es un acto burd… ;FALSCH;0,11380448;0
25.05.17 19:55;@MatildeBayona;Matilde Cortez;@ClaudiaLopez doña Claudia el bien No hace ruido que grosería la suya utilizar los desastres para hacer política;867937203300818000;Twitter for iPhone;130;167;0;0;No;08.03.2016;Colombia;Uribista!;View;;@claudialopez doña claudia el bien no hace ruido que grosería la suya utilizar los desastres para hacer política;FALSCH;0,11388298;0
25.05.17 16:22;@danmedina;Daniel Medina;#VamosqueVamos @ClaudiaLopez Sí es posible el cambio. Los colombianos estamos mamados de los mismos corruptos e ind… https://t.co/K43FjA5fDH;867883670711017000;Twitter Web Client;396;390;0;0;No;28.10.2008;Bogotá - Colombia;Comunicador Social y Periodista. Preocupado por el Medio Ambiente!! Runner!!!;View;;#vamosquevamos @claudialopez sí es posible el cambio. los colombianos estamos mamados de los mismos corruptos e ind… ;FALSCH;0,113911971;1
02.06.17 15:31;@Escultordecarne;Stefan Leiva;@fidelcanoco https://t.co/PCA3xWMK6a @alianzaverde_co y@PoloDemocratico sin @ClaudiaLopez ni @JERobledo?Se l fueron las luces @elespectador;870769834350571000;Twitter for iPhone;159;633;0;0;No;02.02.2010;West Lafayette;Metal-Dependiente y Tenis-Adicto;View;;@fidelcanoco  @alianzaverde_co y@polodemocratico sin @claudialopez ni @jerobledo?se l fueron las luces @elespectador;FALSCH;0,113938153;0
25.05.17 5:41;@ppypepa;Pepa;@ClaudiaLopez y q hay de @CNE_COLOMBIA negándonos el derecho a decidir.;867722279370838000;Twitter for Android;108;244;0;0;No;28.06.2015;Bogotá, D.C., Colombia;;View;;@claudialopez y q hay de @cne_colombia negándonos el derecho a decidir.;FALSCH;0,114071195;0
05.06.17 13:16;@Robipinzon;Robinson Pinzon;@JArdila13 @Mauricior69 @ClaudiaLopez @NicolasMaduro ...tienen posibilidad de hacer alianza con los socialistas y l… https://t.co/kMxRbv2MSr;871823051889004000;Twitter for Android;32;496;0;0;No;25.04.2017;;HAGO PARTE DE TODO! Si cada persona piensa así entonces nos duele la tragedia del mundo como propia y ponemos nuestro granito de arena con sentido d pertenencia;View;;@jardila13 @mauricior69 @claudialopez @nicolasmaduro ...tienen posibilidad de hacer alianza con los socialistas y l… ;FALSCH;0,114084544;0
02.06.17 6:36;@tavoasm;Gustavo Sabogal;@Monyrica @juiciosito @ClaudiaLopez De acuerdo, se critica la forma y lo importante ni se analiza. Sin embargo Petr… https://t.co/3IBk7sPLp8;870635108751077000;Twitter for iPhone;253;714;1;1;No;10.05.2013;Bogotá, D.C., Colombia;Ing. Electrónico. Amo a Bogotá, amo mi país, por ello entiendo que el bienestar de cada uno de nosotros se alcanzará a través del bienestar colectivo.;View;;@monyrica @juiciosito @claudialopez de acuerdo, se critica la forma y lo importante ni se analiza. sin embargo petr… ;FALSCH;0,11418097;0
31.05.17 21:30;@plasplasplaspl;Plas-Plas __;@carosle @Aqproducciones @ClaudiaLopez @duvanedo @C88Caesar @paredessan @cgartnern @mcatica @jfvecino5… https://t.co/YE5hgT6AU4;870135376681283000;Twitter for iPhone;173;93;0;0;No;03.10.2009;Colombia;Creating good marketing habits;View;;@carosle @aqproducciones @claudialopez @duvanedo @c88caesar @paredessan @cgartnern @mcatica @jfvecino5… ;FALSCH;0,114254275;0
30.05.17 20:28;@ivanchow72;ivancho;@ClaudiaLopez Este pícaro también pudo hacer algo y no hizo nada nunca se invierte en estas ciudades como Buenaventura;869757441474482000;Twitter for iPhone;167;267;0;0;No;21.06.2011;De los mejorcitos, yo..;;View;;@claudialopez este pícaro también pudo hacer algo y no hizo nada nunca se invierte en estas ciudades como buenaventura;FALSCH;0,114338541;1
01.06.17 18:35;@pipe_villa;Felipe;La apoyo, creo que una persona como usted puede darle rumbo nuevo a este viejo barco llamado Colombia. Bacano apoyarla. Cali @ClaudiaLopez;870453705220521000;Twitter for Android;190;185;0;0;No;07.06.2011;colombia;Profesor. Ministerio allí voy.;View;;la apoyo, creo que una persona como usted puede darle rumbo nuevo a este viejo barco llamado colombia. bacano apoyarla. cali @claudialopez;FALSCH;0,114649658;1
25.05.17 17:50;@jbecerra37;Javier Becerra;@mdcirujano @omarfava1 @ClaudiaLopez @EnriquePenalosa Voté la segunda vez por Santos POR LA PAZ. Ahora que la logró… https://t.co/KIarAc9YXs;867905832524099000;Twitter for Android;159;182;0;0;No;17.07.2009;Bogotá, Colombia;Ingeniero de Sistemas, experto en Seguridad Informática y Análisis Forense. Orgullosamente anti uribista desde antes que Uribe naciera;View;;@mdcirujano @omarfava1 @claudialopez @enriquepenalosa voté la segunda vez por santos por la paz. ahora que la logró… ;FALSCH;0,114750803;0
01.06.17 12:28;@BillyHuesos;Juan;@ClaudiaLopez Si no incluyen a Petro no ganan, hay que dejar la mezquindad.;870361512493408000;Twitter Web Client;1182;668;0;0;No;19.10.2009;Bogotá. Nueva Jerusalén.;Filósofo, poeta, músico, diletante, y otros clichés.;View;;@claudialopez si no incluyen a petro no ganan, hay que dejar la mezquindad.;FALSCH;0,114928015;0
05.06.17 9:27;@1e6858e74b5e435;Emiliano Piedrahita;@ClaudiaLopez @PartidoVerdeCoL @navarrowolff Miren esas dos joyitas, será que Navarro tambie se le moja?;871765390409465000;Twitter for Android;56;161;0;0;No;07.06.2014;;;View;;@claudialopez @partidoverdecol @navarrowolff miren esas dos joyitas, será que navarro tambie se le moja?;FALSCH;0,115380274;0
01.06.17 15:32;@CARLQUIRO;Carlos Quiroga;@ClaudiaLopez @Asobancaria Ansioso por leer su proyecto socioeconómico @ClaudiaLopez .;870407795027443000;Twitter for Android;63;124;0;0;No;03.03.2017;;__ Automatización Industrial.;View;;@claudialopez @asobancaria ansioso por leer su proyecto socioeconómico @claudialopez .;FALSCH;0,115454435;1
31.05.17 14:27;@CarlosC53255116;Carlos Chaparro;RT @CholoValderrama: @ClaudiaLopez @alianzaverde_co Dra, un representante de alianza verde, presentó un proyecto para incluir el Coleo en l…;870029018543906000;Twitter for Android;134;1069;1;0;No;09.05.2017;;Ni tengo ni necesito;View;;rt @cholovalderrama: @claudialopez @alianzaverde_co dra, un representante de alianza verde, presentó un proyecto para incluir el coleo en l…;FALSCH;0,115769334;0
30.05.17 10:35;@GustavoOrdosgo1;Gustavo Ordosgoitia;@WRadioColombia @ClaudiaLopez Ese man d claudio q tipo tan patan e irrespetuoso x q no le colocan unos testiculos a… https://t.co/J4nb5dvoG6;869608138034610000;Twitter for iPhone;233;163;0;0;No;18.07.2016;;;View;;@wradiocolombia @claudialopez ese man d claudio q tipo tan patan e irrespetuoso x q no le colocan unos testiculos a… ;FALSCH;0,115786248;0
30.05.17 16:31;@yudaalvarez;Yudith Alvarez;"@ClaudiaLopez Cuidado con la trampa "" pobres y excluidos";869697869569294000;Twitter for iPad;24;246;0;0;No;21.02.2012;;;View;;"@claudialopez cuidado con la trampa "" pobres y excluidos";FALSCH;0,115798684;1
24.05.17 17:37;@juanfradu;Juan FranciscoDueñas;RT @ClaudiaLopez: Listas para #LoraHora20 un día para rendirle homenaje a @LaLuciernaga, celebrar la risa y el humor https://t.co/EyIAL8RUlO;867540206869782000;Twitter Web Client;741;792;9;0;No;15.02.2010;;Colombiano, Bogotano y Santafereño.;View;;rt @claudialopez: listas para #lorahora20 un día para rendirle homenaje a @laluciernaga, celebrar la risa y el humor ;FALSCH;0,115826238;1
29.05.17 12:00;@hernando92;Hernando Clavijo;@rottweiler77 @ClaudiaLopez juajuajua pais tan hermoso? sin salud educación vivienda digna empleo y con altos indic… https://t.co/2PQa0x8D86;869267115081183000;Twitter Web Client;27;281;0;0;No;08.08.2009;;;View;;@rottweiler77 @claudialopez juajuajua pais tan hermoso? sin salud educación vivienda digna empleo y con altos indic… ;FALSCH;0,115919856;0
01.06.17 21:21;@Monyrica;Mónica Humana;RT @rozojulian: @Deisydiazg @Monyrica @hernantoro @galatcito @miltonyes04 @Druiz_Co @petrogustavo @ClaudiaLopez @sergio_fajardo @navarrowol…;870495471612997000;Twitter for Android;616;1334;1;0;No;14.08.2009;Colombia;;View;;rt @rozojulian: @deisydiazg @monyrica @hernantoro @galatcito @miltonyes04 @druiz_co @petrogustavo @claudialopez @sergio_fajardo @navarrowol…;FALSCH;0,116037159;0
25.05.17 12:50;@amparo212;AMPARO HURTADO;@elespectador ya es hora que una mujer lidere este país, creo que @ClaudiaLopez lo haría bien, rodeándose de un buen equipo;867830149072519000;Twitter Web Client;151;325;0;0;No;04.05.2011;Bucaramanga;Lic. Educación Preescolar, Experta en Calidad de Vida para las Personas Mayores, Psicóloga. Amante del buen vivir.;View;;@elespectador ya es hora que una mujer lidere este país, creo que @claudialopez lo haría bien, rodeándose de un buen equipo;FALSCH;0,116070172;1
25.05.17 8:51;@MigueOspino;Miguel Ángel Ospino;@Alonrop @felipe020591 @ClaudiaLopez @JERobledo No sería lo contrario a decir de la personalidad egocéntrica de Pet… https://t.co/aMm73LMV0p;867770070721843000;Twitter for Android;357;1088;0;1;No;26.10.2011;Colombia;Ciudadano;View;;@alonrop @felipe020591 @claudialopez @jerobledo no sería lo contrario a decir de la personalidad egocéntrica de pet… ;FALSCH;0,116106403;0
25.05.17 19:50;@carlos8101;Carlos Arias Bustama;@edu23martinez @sofiadelrb @ClaudiaLopez Joaquin no creo que sea eso, se tiene que hacer politica responsable. Para… https://t.co/57rTQPG6th;867935958536261000;Twitter for Android;41;49;0;1;No;13.08.2010;Bogotá, Colombia;;View;;@edu23martinez @sofiadelrb @claudialopez joaquin no creo que sea eso, se tiene que hacer politica responsable. para… ;FALSCH;0,11614528;0
02.06.17 17:37;@lucard1986;Luis K...;@NoticiasCaracol @AngelicaLozanoC Empieza el lopezfajarwolfrobledismo que se tenga los cuquitos @AlvaroUribeVel. Y… https://t.co/Of0CSR3wRQ;870801640995123000;Twitter for Android;76;227;0;0;No;11.05.2012;;;View;;@noticiascaracol @angelicalozanoc empieza el lopezfajarwolfrobledismo que se tenga los cuquitos @alvarouribevel. y… ;FALSCH;0,116256272;0
01.06.17 20:28;@pierrehemingway;pierrehemingway;@hagarciac @ClaudiaLopez igual o peor ? no les veo dañando el sistema de salud o negandose hacer el metro de bogota… https://t.co/OXZt5hFSY8;870482111500886000;Twitter Web Client;232;553;0;1;No;09.07.2011;Penny Lane;Violador de estereotipos // Soñador compulsivo // Betleamaniaco a morir // Hijo de las letras y esclavo de la poesía // Lienzo en blanco;View;;@hagarciac @claudialopez igual o peor ? no les veo dañando el sistema de salud o negandose hacer el metro de bogota… ;FALSCH;0,11626979;0
05.06.17 13:23;@SandraB10544616;Sandra Barbosa;"@enriquepena10 @jbagbam74 @VickyDavilaH Jajajaja no Vicky podrá ser ofidica pero con clase;guisa @ClaudiaLopez";871824826998022000;Twitter for iPhone;175;203;0;0;No;27.04.2017;;"Creyente en jesus__ ; Anticomunista ; antiJAM; 6'431.376 Colombianos votamos NO ganamos por un margen de 53,894 ; EL NO GANO desconocerlo es anti-democratico.";View;;"@enriquepena10 @jbagbam74 @vickydavilah jajajaja no vicky podrá ser ofidica pero con clase;guisa @claudialopez";FALSCH;0,116332786;0
01.06.17 18:26;@PatriciaMontoy6;PatriaTeAdoro _;RT @CAROMONTOYAM: @carosle @ClaudiaLopez Pues yo no soy uribista o furibista como dice la Senadora @ClaudiaLopez y también creo que #Belénd…;870451503953215000;Twitter for iPhone;5245;2513;7;0;No;26.09.2011;Constitución 1886;Comunismo soterrado hizo de Colombia un país Paria! #CrisisDeLaSalud #Extorsión #DañosAmbientales #FarcTrackEsDictadura #Desempleo #ColombiaNoTienePresidente;View;;rt @caromontoyam: @carosle @claudialopez pues yo no soy uribista o furibista como dice la senadora @claudialopez y también creo que #belénd…;FALSCH;0,116394039;0
04.06.17 17:26;@JuangVilloria;Juan Guillermo Rojas;@jhonbermont @PabaYtacho @jupagar7474 @ClaudiaLopez ¿Cuál mamerto? Soy godo a mucho honor y gracias a estudio y bue… https://t.co/6R7kTeZMyF;871523602830635000;Twitter for iPhone;657;451;0;0;No;20.02.2013;Colombia;No escribo para todo el mundo. Soy muy hater, nada personal. 100% antimadridista. La mayoría de mis tweets son para el Barça y Extremoduro.;View;;@jhonbermont @pabaytacho @jupagar7474 @claudialopez ¿cuál mamerto? soy godo a mucho honor y gracias a estudio y bue… ;FALSCH;0,116415966;0
29.05.17 21:16;@Marleny51031723;Marleny Vargas;@ClaudiaLopez La unión hace la fuerza.;869407176351248000;Twitter for Android;12;70;0;0;No;23.01.2017;;Por la vida.;View;;@claudialopez la unión hace la fuerza.;FALSCH;0,116548406;1
30.05.17 6:58;@tejadacruzg;GuillermoTejada;@ClaudiaLopez Capital Pacifico Btura Pobreza todo para puerto poco para ciudad No agua No alcantarilla No educacion… https://t.co/epGm2qUspc;869553631468675000;Twitter for iPhone;261;660;0;0;No;13.05.2013;;;View;;@claudialopez capital pacifico btura pobreza todo para puerto poco para ciudad no agua no alcantarilla no educacion… ;FALSCH;0,11665167;0
27.05.17 9:39;@jhairarteta;Jhair Arteta;@ingabrielc @BluRadioCo @ClaudiaLopez La diferencia es que ella se rasga vestiduras en contra de los corruptos y tu… https://t.co/GhQ0BxPhDi;868507031883350000;Twitter for iPhone;203;1419;0;0;No;29.06.2011;;;View;;@ingabrielc @bluradioco @claudialopez la diferencia es que ella se rasga vestiduras en contra de los corruptos y tu… ;FALSCH;0,116769338;0
25.05.17 19:28;@ElsaMarinovic;Elsa Marinovich;@ClaudiaLopez Con esos saludos te dejará sin votos. __;867930428522586000;Twitter Web Client;322;561;0;0;No;15.07.2015;Bogotá, Colombia;¿Pesa demasiado la responsabilidad de decir en voz alta lo que otros callan?;View;;@claudialopez con esos saludos te dejará sin votos. __;FALSCH;0,116788456;0
03.06.17 19:45;@MiremosaVer;Meduso Dell __;RT @ClaudiaLopez: Nada de todo fue a mis espaldas! Probada financiación ilegal Odebrecht: U, Cambio Radical y Centro Democrático deberían q…;871196206319513000;Twitter for Android;3509;925;940;0;No;15.03.2011;Puerto Nostalgia ;Padre de Felipe. Profesor, lector, melómano y comedor profesional de helados. ___Diana Lucía___;View;;rt @claudialopez: nada de todo fue a mis espaldas! probada financiación ilegal odebrecht: u, cambio radical y centro democrático deberían q…;FALSCH;0,11681468;0
26.05.17 5:17;@daceved1;DONALDO ACEVEDO VARG;@danielduquev @German_Vargas @ClaudiaLopez @ClaraLopezObre Para una encuesta...otra. Ciudadanos debemos saber que e… https://t.co/1wRQ6dv5TD;868078722989121000;Twitter for Android;293;285;0;1;No;04.01.2013;Itagüí. Antioquia. Colombia;Economista U de A. Esp.en Finanzas. U de M. Magister en Desarrollo UPB. Empleado Administración Municipal de Itagüí (carrera Adtiva). Catedrático Universitario.;View;;@danielduquev @german_vargas @claudialopez @claralopezobre para una encuesta...otra. ciudadanos debemos saber que e… ;FALSCH;0,116934112;0
